Cod_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,resp_homem,resp_mulher,prop_res_mulher,prop_res_homem
251392705000005,5,12,8,6,2,2,1,1,1,0,0,0,0,4,5,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0.057692307692307696,0.9423076923076923
251392705000006,19,36,30,23,9,5,7,0,2,0,0,0,0,19,14,6,4,1,0,8,13,4,3,2,1,5,5,2,0,1,0,0,3,1,0,0,0,0,175,48,0.21524663677130046,0.7847533632286996
251392705000007,8,8,7,0,1,1,2,0,0,0,0,0,0,8,2,1,0,0,0,3,3,0,0,0,0,2,2,1,0,0,0,0,1,2,0,0,0,0,38,14,0.2692307692307692,0.7307692307692307
251392705000008,19,43,28,19,7,7,7,0,2,0,0,0,0,19,17,5,3,1,1,12,12,10,4,2,6,15,6,3,4,0,0,0,6,1,0,0,0,0,178,81,0.3127413127413127,0.6872586872586872
251392705000009,31,38,43,22,13,8,12,3,1,0,0,0,0,28,22,11,3,1,0,20,22,9,1,3,5,17,12,6,1,0,0,0,8,3,2,0,0,0,236,109,0.3159420289855073,0.6840579710144927
251394305000001,28,38,24,8,4,3,6,1,0,0,0,0,0,27,20,7,1,0,0,18,8,8,2,2,1,9,7,4,1,0,0,0,11,1,1,0,0,0,167,73,0.30416666666666664,0.6958333333333333
251394305000002,33,17,23,19,10,8,15,8,1,0,0,0,0,25,10,8,3,1,0,14,11,7,10,5,5,9,11,7,2,0,1,0,3,1,0,0,0,0,181,86,0.32209737827715357,0.6779026217228464
251394305000003,21,28,30,15,8,5,8,1,1,0,0,0,0,20,11,3,4,0,0,9,7,6,7,1,4,7,7,2,1,1,1,0,2,1,0,0,0,0,155,56,0.26540284360189575,0.7345971563981043
251394305000004,19,29,28,9,5,2,10,2,0,0,0,0,0,17,12,7,3,0,0,12,20,11,6,3,2,12,7,8,2,1,0,0,5,3,0,0,0,0,143,92,0.39148936170212767,0.6085106382978723
251394305000005,7,6,7,3,0,0,8,0,0,0,0,0,0,7,3,1,0,0,0,2,4,2,4,1,1,3,2,0,1,1,0,0,0,3,0,0,0,0,42,24,0.36363636363636365,0.6363636363636364
251396805000001,53,61,42,13,10,9,7,3,2,0,0,0,0,50,21,4,3,0,0,21,19,14,5,5,10,29,17,7,3,0,0,0,4,2,1,0,1,0,278,138,0.3317307692307692,0.6682692307692307
251396805000002,3,7,3,5,3,0,5,1,0,0,0,0,0,2,5,0,1,0,0,4,9,7,6,3,3,2,2,6,1,2,0,0,2,1,0,0,0,0,35,48,0.5783132530120482,0.42168674698795183
251396805000003,5,4,7,4,1,1,9,1,1,0,0,0,0,4,1,1,0,0,0,10,12,6,4,2,3,2,10,3,1,0,0,0,0,0,0,0,0,0,39,53,0.5760869565217391,0.42391304347826086
251396805000004,1,2,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,4,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,12,15,0.5555555555555556,0.4444444444444444
251396805000005,21,24,29,14,6,3,8,0,0,0,0,0,0,21,5,2,1,1,0,14,19,8,6,3,3,4,12,9,1,2,0,0,2,0,0,0,0,0,135,83,0.38073394495412843,0.6192660550458715
251396805000006,39,31,43,22,13,9,8,3,1,0,0,0,0,36,15,10,3,1,0,14,15,3,2,1,5,8,10,9,0,0,0,0,4,0,0,0,0,0,234,71,0.23278688524590163,0.7672131147540984
251398405000001,46,60,68,35,10,9,21,3,1,0,0,0,0,43,30,15,6,0,0,28,35,23,20,11,7,20,19,10,7,3,0,0,9,4,0,0,0,0,347,196,0.36095764272559855,0.6390423572744015
251398405000002,19,28,24,18,6,3,11,0,2,0,0,0,0,19,12,5,0,0,0,7,5,4,1,1,0,3,2,2,0,0,0,0,5,1,0,0,0,0,147,31,0.17415730337078653,0.8258426966292135
251398405000003,41,45,45,10,4,5,4,1,0,0,0,0,0,40,20,10,2,1,0,9,11,5,1,0,0,7,3,3,1,0,0,0,6,2,0,0,0,0,228,48,0.17391304347826086,0.8260869565217391
251398405000004,20,39,30,10,6,2,2,0,0,0,0,0,0,20,19,4,2,1,0,3,4,7,4,1,1,6,2,1,2,2,1,0,1,1,0,0,0,0,155,36,0.18848167539267016,0.8115183246073299
251398405000005,39,51,34,7,3,2,2,1,0,0,0,0,0,38,23,5,2,0,0,2,9,2,3,0,0,5,2,5,1,0,0,0,0,1,0,0,0,0,207,30,0.12658227848101267,0.8734177215189873
251400805000001,14,21,17,9,1,4,4,0,0,0,0,0,0,14,11,4,1,0,0,21,12,13,6,1,0,21,11,4,5,0,0,0,10,5,1,0,0,0,100,110,0.5238095238095238,0.47619047619047616
251400805000002,27,36,31,19,7,5,12,3,0,0,0,0,0,24,18,6,6,0,0,21,13,9,4,1,2,13,11,9,0,1,0,0,10,2,1,0,0,0,194,97,0.3333333333333333,0.6666666666666666
251400805000003,18,31,26,15,9,4,17,1,0,0,0,0,0,17,16,5,4,2,0,22,15,14,12,1,5,13,14,6,3,3,0,0,8,3,1,0,0,0,165,120,0.42105263157894735,0.5789473684210527
251400805000004,25,23,16,13,5,4,8,6,0,0,0,0,0,19,10,3,0,1,0,12,3,5,5,1,1,5,6,2,1,1,0,0,6,0,0,0,0,0,133,48,0.26519337016574585,0.7348066298342542
251400805000005,20,18,18,13,5,4,17,2,2,0,0,0,0,18,5,1,2,0,0,5,7,18,2,6,6,10,4,5,2,0,1,0,1,0,1,0,0,0,125,68,0.35233160621761656,0.6476683937823834
251400805000006,27,41,33,12,5,4,6,2,1,0,0,0,0,25,12,1,2,0,0,9,10,6,6,1,3,7,5,6,1,0,0,0,4,2,1,0,0,0,171,61,0.2629310344827586,0.7370689655172413
251400805000007,9,3,4,2,2,0,1,1,1,0,0,0,0,8,0,2,0,0,0,3,3,1,1,1,1,2,2,2,1,0,0,0,1,0,0,0,0,0,33,18,0.35294117647058826,0.6470588235294118
251400805000008,10,4,6,2,2,0,21,3,1,1,0,0,0,7,1,3,0,0,0,33,33,38,19,5,5,9,21,17,12,1,0,0,12,1,1,1,0,0,61,208,0.7732342007434945,0.22676579925650558
251400805000009,3,7,4,3,2,1,7,0,0,0,0,0,0,3,2,1,0,0,0,12,18,15,11,7,8,7,9,2,1,3,0,0,3,1,0,0,0,0,33,97,0.7461538461538462,0.25384615384615383
251410705000001,18,16,7,2,0,1,24,2,0,0,0,0,0,16,7,1,0,0,0,53,62,46,16,9,5,23,40,29,10,3,0,1,13,3,1,0,0,0,94,314,0.7696078431372549,0.23039215686274508
251410705000002,15,16,11,9,3,2,16,2,0,0,0,0,0,13,6,1,0,0,0,2,2,1,3,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,94,15,0.13761467889908258,0.8623853211009175
251410705000003,10,9,6,5,2,0,22,3,1,0,0,0,0,7,4,1,0,0,0,26,17,12,9,1,3,5,25,11,5,3,0,0,1,0,0,0,0,0,70,118,0.6276595744680851,0.3723404255319149
251410705000004,24,19,12,8,11,11,14,4,1,0,0,1,0,20,8,1,1,0,0,8,10,5,3,4,4,1,7,5,2,0,0,0,1,1,0,0,0,0,135,51,0.27419354838709675,0.7258064516129032
251410705000005,21,30,23,7,2,3,24,4,0,0,0,0,0,17,14,5,1,0,0,23,14,2,4,1,0,13,15,5,0,0,0,0,8,3,1,0,0,0,151,89,0.37083333333333335,0.6291666666666667
251410710000001,5,11,6,8,4,3,6,0,0,0,0,0,0,5,5,2,2,1,0,5,8,5,2,3,0,9,4,2,1,0,0,0,1,3,0,0,0,0,58,43,0.42574257425742573,0.5742574257425742
251410710000002,8,2,6,1,0,3,10,2,0,0,0,0,0,6,1,1,0,0,0,9,11,9,5,4,5,0,9,9,4,0,1,0,0,0,0,0,0,0,40,66,0.6226415094339622,0.37735849056603776
251410710000003,26,41,25,9,6,4,11,3,2,0,0,0,0,23,21,2,1,0,0,11,10,5,3,0,2,4,6,4,0,0,0,0,5,2,1,0,0,0,174,53,0.23348017621145375,0.7665198237885462
251410710000004,4,6,6,3,1,1,2,0,0,0,0,0,0,4,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,28,8,0.2222222222222222,0.7777777777777778
251410710000005,25,22,15,14,9,5,30,2,0,0,0,0,0,23,8,3,3,0,0,8,12,5,4,4,0,13,6,5,1,0,0,0,2,2,1,0,0,0,159,63,0.28378378378378377,0.7162162162162162
251410710000006,29,14,12,7,4,1,11,2,0,0,0,0,0,27,6,3,1,0,0,17,12,7,6,2,0,29,13,4,2,0,0,0,4,1,1,0,0,0,117,98,0.4558139534883721,0.5441860465116279
251420605000001,55,57,44,19,7,4,5,1,0,0,0,0,0,54,20,7,3,1,0,27,22,19,12,1,0,27,17,7,5,3,0,0,10,6,0,0,1,0,277,157,0.3617511520737327,0.6382488479262672
251420605000002,17,13,13,9,5,1,13,3,0,0,0,0,0,14,4,6,1,0,0,43,53,49,25,6,2,22,30,21,14,5,0,0,13,5,0,0,0,0,99,288,0.7441860465116279,0.2558139534883721
251420605000003,51,89,77,38,15,5,12,3,0,0,0,0,0,48,34,19,4,0,0,11,14,7,2,3,0,14,5,7,1,0,0,0,6,1,2,0,0,0,395,73,0.15598290598290598,0.844017094017094
251420605000004,22,48,44,24,10,15,13,1,1,0,0,0,0,21,17,12,2,0,0,3,2,1,2,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,230,14,0.05737704918032787,0.9426229508196722
251420605000005,44,59,59,32,19,15,15,1,0,0,0,0,0,43,33,18,5,1,0,10,10,5,2,4,2,11,6,3,1,0,1,0,4,4,0,0,0,0,344,63,0.1547911547911548,0.8452088452088452
251420605000006,17,19,20,7,4,4,5,1,0,0,0,0,0,16,8,5,2,0,0,4,2,1,0,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,108,16,0.12903225806451613,0.8709677419354839
251420605000007,58,67,65,25,14,10,11,0,1,0,0,0,0,58,22,10,2,0,0,21,8,12,6,3,3,18,15,2,4,0,0,0,6,2,2,0,0,0,343,102,0.2292134831460674,0.7707865168539326
251420605000008,23,33,22,13,10,5,3,1,0,1,0,0,0,22,17,7,0,0,0,13,10,11,4,2,3,5,9,0,1,0,0,0,4,2,1,0,0,0,157,65,0.2927927927927928,0.7072072072072072
251420605000009,28,52,68,28,16,6,5,1,1,0,0,0,0,27,26,10,2,1,0,22,11,12,7,2,3,14,13,4,0,0,0,0,9,2,1,0,0,0,271,100,0.2695417789757412,0.7304582210242587
251430505000001,19,46,34,23,9,10,5,0,0,0,0,0,0,19,23,8,2,0,1,14,20,17,9,4,12,13,11,6,5,2,0,1,3,0,1,0,0,0,199,118,0.3722397476340694,0.6277602523659306
251430505000002,47,48,57,20,10,16,5,1,0,0,0,0,0,46,24,10,4,0,0,16,20,11,9,2,5,10,8,9,5,1,0,0,8,4,0,0,0,0,288,108,0.2727272727272727,0.7272727272727273
251430505000003,14,20,29,24,24,27,2,0,0,0,1,0,0,14,13,2,1,2,0,1,2,3,5,2,2,4,0,1,1,1,0,0,1,0,0,0,0,0,173,23,0.11734693877551021,0.8826530612244898
251430505000004,9,19,17,16,4,14,4,1,0,0,0,0,0,8,10,3,1,0,0,1,1,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,106,11,0.09401709401709402,0.905982905982906
251430505000005,34,48,40,45,22,26,7,1,0,0,0,0,0,33,20,8,3,0,1,7,9,5,4,4,5,8,5,2,0,3,1,0,2,1,1,0,0,0,288,57,0.16521739130434782,0.8347826086956521
251430505000006,18,23,24,22,12,16,4,6,0,0,0,0,0,12,8,7,5,1,1,8,6,5,2,3,7,1,4,1,3,0,1,2,4,2,1,0,0,0,159,50,0.23923444976076555,0.7607655502392344
251430505000007,6,8,10,12,9,10,0,1,0,0,0,0,0,5,2,2,0,0,1,0,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,66,8,0.10810810810810811,0.8918918918918919
251430505000008,27,54,41,27,16,8,5,0,0,0,0,0,0,27,26,11,3,0,0,11,4,8,5,3,2,8,10,2,1,0,0,1,1,0,2,0,1,0,245,59,0.19407894736842105,0.805921052631579
251440405000001,19,32,25,12,4,6,16,3,0,0,0,0,0,16,21,6,4,0,0,35,49,39,12,8,3,16,29,25,9,0,2,0,6,1,1,0,0,0,164,235,0.5889724310776943,0.41102756892230574
251440405000002,16,21,21,10,4,4,10,2,1,0,0,0,0,14,9,5,1,0,0,18,25,35,17,2,7,16,15,7,15,0,0,0,3,2,0,0,0,0,118,162,0.5785714285714286,0.42142857142857143
251440405000003,27,31,25,29,15,11,7,1,0,0,0,0,0,26,11,6,5,0,0,8,5,7,3,5,1,6,7,3,1,2,0,0,1,0,0,0,0,0,194,49,0.20164609053497942,0.7983539094650206
251440405000004,15,24,19,12,7,3,8,1,0,0,0,0,0,14,6,2,1,0,0,4,1,3,1,0,1,1,3,0,1,0,0,0,1,0,0,0,0,0,112,16,0.125,0.875
251440405000005,8,7,15,8,3,1,4,2,0,0,0,0,0,6,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0.015625,0.984375
251440405000006,7,3,7,7,7,5,12,2,0,0,0,0,0,5,1,0,1,0,0,5,5,3,4,1,0,1,5,0,2,1,0,0,0,0,0,0,0,0,57,27,0.32142857142857145,0.6785714285714286
251440405000007,6,7,5,10,5,3,3,2,0,0,0,0,0,4,2,1,2,1,0,2,2,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,51,16,0.23880597014925373,0.7611940298507462
251440405000008,10,22,11,7,5,6,8,0,0,0,0,0,0,10,7,0,0,0,0,2,3,2,2,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,86,17,0.1650485436893204,0.8349514563106796
251440405000009,8,15,19,7,4,6,4,0,0,0,0,0,0,8,6,3,1,0,0,1,2,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,81,11,0.11956521739130435,0.8804347826086957
251440405000010,15,24,26,13,6,8,14,2,0,0,0,0,0,13,11,6,0,1,0,3,5,2,0,2,2,1,2,3,0,0,0,0,1,0,0,0,0,0,139,21,0.13125,0.86875
251440405000011,0,6,4,4,3,2,6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,27,7,0.20588235294117646,0.7941176470588235
251440405000012,7,11,13,14,7,8,3,1,0,0,0,0,0,6,4,1,1,0,0,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,76,8,0.09523809523809523,0.9047619047619048
251445305000001,37,45,51,16,6,5,10,3,0,0,0,0,0,34,22,14,3,0,0,34,28,33,20,9,12,18,22,16,8,1,0,0,12,1,1,2,1,0,246,218,0.4698275862068966,0.5301724137931034
251445305000002,18,21,17,12,6,7,17,1,0,0,0,0,0,17,10,4,1,0,0,42,64,57,36,16,13,28,34,25,17,8,0,0,8,5,1,0,0,0,131,354,0.7298969072164948,0.27010309278350514
251445305000003,6,12,12,3,2,1,1,0,0,0,0,0,0,6,2,1,0,0,0,24,35,32,13,6,3,10,22,12,8,0,0,0,2,0,0,1,0,0,46,168,0.7850467289719626,0.21495327102803738
251445305000004,14,10,8,8,6,5,18,4,0,1,0,0,0,10,4,0,2,0,0,20,39,31,24,18,13,8,17,19,7,3,1,0,3,1,0,0,0,0,90,204,0.6938775510204082,0.30612244897959184
251445305000005,23,26,20,9,8,10,18,1,1,1,0,0,0,22,10,1,1,1,0,35,29,35,25,19,16,10,27,11,5,4,1,0,8,3,1,0,0,0,152,229,0.6010498687664042,0.3989501312335958
251445305000006,17,8,11,7,5,2,14,4,0,0,0,0,0,13,2,3,0,0,0,17,41,22,20,7,8,8,16,25,8,2,0,0,1,0,1,0,0,0,86,176,0.6717557251908397,0.3282442748091603
251450305000001,33,42,32,9,4,4,9,2,0,0,0,0,0,31,26,6,1,0,0,28,28,13,4,3,4,18,12,9,1,0,0,0,16,3,1,0,0,0,199,140,0.41297935103244837,0.5870206489675516
251450305000002,48,55,65,23,14,8,9,4,0,0,0,0,0,44,26,14,2,2,0,22,25,23,12,6,5,14,11,10,2,1,0,0,11,6,1,1,0,0,314,150,0.3232758620689655,0.6767241379310345
251450305000003,16,35,44,13,10,12,6,4,1,0,0,0,0,12,12,9,3,1,0,18,14,16,15,3,9,10,13,6,5,2,0,0,5,4,0,1,0,0,178,121,0.40468227424749165,0.5953177257525084
251450305000004,31,40,30,26,4,2,6,1,0,0,0,1,0,30,22,8,6,0,1,27,17,11,6,0,4,20,14,5,0,0,0,1,13,0,1,0,0,0,208,119,0.363914373088685,0.636085626911315
251450305000005,41,78,57,25,11,9,13,3,1,0,0,0,0,38,43,14,4,0,0,18,23,9,6,0,1,15,6,6,3,1,0,0,12,8,1,0,0,0,337,109,0.24439461883408073,0.7556053811659192
251450305000006,23,33,27,16,4,8,3,0,0,0,0,0,0,23,16,4,0,0,1,16,6,8,6,4,2,11,12,3,1,1,0,0,4,0,1,0,0,0,158,75,0.3218884120171674,0.6781115879828327
251450305000007,15,23,24,20,3,5,3,0,0,0,0,0,0,15,11,4,4,0,0,5,4,1,4,1,2,2,2,2,0,0,0,0,3,0,0,0,0,0,127,26,0.16993464052287582,0.8300653594771242
251450305000008,2,6,5,3,2,4,4,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,29,6,0.17142857142857143,0.8285714285714286
251450305000009,9,17,17,5,3,7,3,1,0,0,0,0,0,8,7,4,1,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,82,9,0.0989010989010989,0.9010989010989011
251450305000010,12,12,24,5,3,8,9,1,0,0,0,0,0,11,3,2,2,0,0,6,2,1,4,2,0,4,6,0,0,0,1,0,0,2,0,0,0,0,92,28,0.23333333333333334,0.7666666666666667
251450305000011,21,28,20,22,12,11,5,1,1,0,0,0,0,20,9,4,2,0,0,1,5,2,1,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,156,18,0.10344827586206896,0.896551724137931
251450305000012,23,28,18,11,11,9,6,0,0,0,0,0,0,23,16,4,0,1,0,8,3,4,3,0,2,2,6,2,1,0,0,0,2,0,0,0,0,0,150,33,0.18032786885245902,0.819672131147541
251450305000013,15,11,24,7,2,10,5,2,0,0,0,0,0,13,4,10,0,0,0,3,2,1,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,103,16,0.13445378151260504,0.865546218487395
251450305000014,20,30,27,14,15,13,9,0,1,0,0,0,0,20,12,4,3,4,0,4,7,2,1,2,1,3,3,4,0,1,1,0,1,1,0,0,0,0,172,31,0.15270935960591134,0.8472906403940886
251450305000015,31,31,25,25,19,9,6,2,0,0,0,0,0,29,17,7,0,1,0,11,5,7,1,2,1,12,2,2,1,0,0,0,9,1,1,0,0,0,202,55,0.2140077821011673,0.7859922178988327
251450305000016,16,15,14,13,7,4,5,1,0,0,0,0,0,15,7,5,0,0,0,3,4,4,2,0,0,5,2,0,0,1,0,0,1,2,0,0,0,0,102,24,0.19047619047619047,0.8095238095238095
251450305000017,13,17,16,4,6,6,17,2,0,0,0,0,0,11,8,2,0,0,0,15,14,21,11,6,8,7,14,5,8,1,0,1,1,1,1,0,0,0,102,114,0.5277777777777778,0.4722222222222222
251450305000018,35,40,45,27,10,14,7,4,0,0,1,0,0,31,14,6,3,0,1,9,5,5,1,1,4,6,6,1,1,0,0,0,3,0,0,0,0,0,238,42,0.15,0.85
251450305000019,17,31,21,20,8,14,6,0,1,0,0,0,0,17,12,5,1,0,0,5,6,1,3,1,2,2,4,3,0,0,1,1,1,2,0,0,0,0,153,32,0.17297297297297298,0.827027027027027
251450305000020,17,24,23,15,5,5,7,0,0,0,0,0,0,17,10,4,1,0,0,1,3,0,4,1,0,4,1,1,0,0,0,0,0,1,0,0,0,0,128,16,0.1111111111111111,0.8888888888888888
251450305000021,7,11,12,5,2,4,3,1,0,0,0,0,0,6,5,2,0,0,0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,58,9,0.13432835820895522,0.8656716417910447
251450305000022,14,22,23,14,2,14,7,0,0,0,0,0,0,14,13,6,2,0,0,3,3,3,0,0,0,7,3,1,1,0,0,0,0,2,0,0,0,0,131,23,0.14935064935064934,0.8506493506493507
251450305000023,47,60,59,18,6,10,11,1,0,0,0,0,0,46,32,10,3,0,0,20,19,12,9,9,8,9,11,5,2,0,0,0,9,2,0,0,1,0,303,116,0.27684964200477324,0.7231503579952268
251450305000024,40,46,48,19,11,9,9,3,0,0,0,0,0,37,24,11,3,0,1,15,16,12,9,3,0,11,10,6,1,1,0,0,5,5,1,0,0,0,261,95,0.26685393258426965,0.7331460674157303
251450305000025,44,52,54,14,6,1,9,2,1,0,0,0,0,42,27,14,1,1,0,19,21,11,6,2,1,8,9,3,2,0,0,0,10,5,1,0,0,0,268,98,0.2677595628415301,0.73224043715847
251450305000026,57,57,54,24,18,12,8,1,0,0,0,0,0,56,33,11,1,1,0,14,14,9,3,2,1,21,7,5,3,0,0,0,7,3,1,0,0,0,333,90,0.2127659574468085,0.7872340425531915
251450305000027,22,21,9,7,2,6,13,2,0,0,0,0,0,20,9,1,2,1,0,46,72,59,25,21,11,13,39,31,16,5,0,1,7,1,0,0,0,0,115,347,0.7510822510822511,0.24891774891774893
251450305000028,36,41,37,20,5,5,13,2,1,0,0,0,0,34,21,9,3,1,1,17,10,6,4,4,0,14,9,1,0,0,0,0,8,3,2,0,0,0,229,78,0.254071661237785,0.745928338762215
251450305000029,19,21,26,12,9,8,1,0,0,0,0,0,0,19,7,4,3,0,0,3,3,0,2,0,1,2,1,1,0,0,0,0,2,1,0,0,0,0,129,16,0.1103448275862069,0.8896551724137931
251450310000001,8,15,10,10,5,3,4,2,1,0,0,0,0,6,7,2,2,0,0,3,1,3,1,1,1,4,2,0,1,0,0,0,1,0,0,0,0,0,75,18,0.1935483870967742,0.8064516129032258
251450310000002,16,21,14,23,11,15,8,0,0,0,0,0,0,16,8,6,2,0,0,2,3,1,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,140,14,0.09090909090909091,0.9090909090909091
251450310000003,24,28,22,12,3,3,5,0,0,1,0,0,0,24,13,5,1,0,0,3,4,8,1,1,2,4,3,1,1,0,1,0,0,0,0,0,0,0,141,29,0.17058823529411765,0.8294117647058824
251455205000001,28,27,30,16,7,7,4,3,0,0,0,0,0,25,15,9,1,0,0,15,14,16,11,4,3,12,12,8,3,0,0,0,3,1,2,0,0,0,172,104,0.37681159420289856,0.6231884057971014
251455205000002,11,18,16,13,7,8,3,0,0,0,0,0,0,11,6,5,0,0,0,4,3,2,7,0,2,5,4,0,0,1,0,0,0,0,0,0,0,0,98,28,0.2222222222222222,0.7777777777777778
251455205000003,14,17,21,23,14,13,5,1,1,0,0,0,0,13,6,5,2,0,0,5,3,2,3,3,2,13,4,0,0,0,0,0,1,0,0,0,0,0,135,36,0.21052631578947367,0.7894736842105263
251455205000004,5,11,13,5,3,3,4,0,0,0,0,0,0,5,2,3,0,0,0,5,14,4,3,4,3,3,4,3,1,0,1,0,1,2,0,0,0,0,54,48,0.47058823529411764,0.5294117647058824
251455205000005,8,22,11,15,4,4,2,0,1,0,0,0,0,8,8,2,0,1,0,8,9,5,2,1,0,5,8,4,1,0,0,0,0,1,0,0,0,0,86,44,0.3384615384615385,0.6615384615384615
251455205000006,19,23,30,30,9,4,10,2,0,0,1,0,0,17,8,12,4,0,0,4,3,6,3,3,2,4,1,2,0,0,0,0,3,1,1,0,0,0,169,33,0.16336633663366337,0.8366336633663366
251455205000007,10,12,7,5,5,0,6,1,0,0,0,0,0,9,6,2,0,0,0,9,2,4,2,1,2,2,7,0,1,1,0,0,2,0,1,0,0,0,63,34,0.35051546391752575,0.6494845360824743
251455205000008,13,14,17,16,4,15,2,1,0,0,0,0,0,12,9,4,2,0,1,3,8,6,4,3,4,2,3,3,1,2,0,0,0,1,0,0,0,0,110,40,0.26666666666666666,0.7333333333333333
251455205000009,23,24,18,15,7,11,10,2,1,0,0,1,0,21,9,2,0,0,0,9,7,11,8,5,10,5,7,3,4,1,0,0,2,0,1,0,0,0,144,73,0.33640552995391704,0.663594470046083
251460205000001,4,2,4,3,2,1,1,1,0,0,0,0,0,3,2,0,0,0,0,14,15,11,9,3,2,5,10,9,3,1,0,0,4,1,1,0,0,0,23,88,0.7927927927927928,0.2072072072072072
251460205000002,9,9,4,2,0,2,7,3,1,0,0,0,0,6,1,0,0,0,0,22,30,31,19,12,12,8,21,20,9,2,1,0,1,0,1,0,0,0,44,189,0.8111587982832618,0.1888412017167382
251460205000003,10,16,12,5,4,3,5,3,1,0,0,0,0,7,5,0,0,0,0,18,22,36,18,9,14,2,14,6,13,4,0,0,4,1,0,0,0,0,71,161,0.6939655172413793,0.30603448275862066
251460205000004,2,1,4,3,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,9,7,5,7,2,7,1,7,2,1,2,0,0,2,0,0,0,0,0,20,52,0.7222222222222222,0.2777777777777778
251460205000005,4,5,5,1,3,0,9,0,0,0,0,0,0,4,1,2,0,0,0,8,15,18,10,8,4,4,7,9,2,0,0,0,1,0,0,0,0,0,34,86,0.7166666666666667,0.2833333333333333
251460205000006,33,52,53,31,7,5,7,3,1,0,0,0,0,30,26,11,4,0,0,24,31,23,9,14,5,20,15,10,4,2,0,0,9,3,1,0,0,0,263,170,0.39260969976905313,0.6073903002309469
251465105000001,16,27,24,11,8,8,10,1,1,0,0,0,0,15,12,6,1,0,0,20,36,29,25,11,13,7,15,16,7,1,1,0,5,3,1,0,0,0,140,190,0.5757575757575758,0.42424242424242425
251465105000002,7,9,14,4,1,3,7,1,0,0,0,0,0,6,4,2,2,0,0,6,12,11,10,4,7,2,6,7,2,1,1,0,0,0,0,0,0,0,60,69,0.5348837209302325,0.46511627906976744
251465105000003,5,3,7,2,3,4,4,0,0,0,0,0,0,5,0,0,1,0,0,2,7,7,5,3,6,1,1,3,1,0,0,1,1,0,0,0,0,0,34,38,0.5277777777777778,0.4722222222222222
251465105000004,4,3,4,4,4,1,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1
251470105000001,26,45,50,15,7,3,17,2,1,0,0,0,0,24,20,9,3,0,0,34,36,27,14,8,8,16,26,13,9,1,1,0,8,3,0,0,1,0,222,205,0.48009367681498827,0.5199063231850117
251470105000002,22,60,27,16,12,6,10,2,0,0,0,0,0,20,22,3,3,0,0,10,10,9,4,1,4,11,3,5,1,0,0,0,7,2,0,0,0,0,203,67,0.24814814814814815,0.7518518518518519
251470105000003,7,14,9,8,1,2,3,1,0,0,0,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,2,0.03389830508474576,0.9661016949152542
251470105000004,14,14,9,13,10,8,5,1,1,0,0,0,0,13,4,2,0,1,0,4,4,9,2,2,1,1,3,3,2,0,0,0,1,0,0,0,0,0,95,32,0.25196850393700787,0.7480314960629921
251470105000005,5,7,2,3,1,1,5,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,3,0.08571428571428572,0.9142857142857143
251470105000006,23,28,22,11,13,9,17,4,0,0,0,0,0,19,15,6,2,0,0,12,9,7,2,0,4,2,11,5,1,0,0,0,1,0,0,0,0,0,169,54,0.242152466367713,0.757847533632287
